1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
2028,0.0,2.0,1,1460,0,408,880,0,2005.0,2028,0,11443,88.0,208.0,66,5,8,1868,2005,2006,369900
625,625.0,2.0,0,0,2,625,528,0,2006.0,1250,0,4251,35.0,0.0,54,5,7,625,2006,2007,164700
1547,720.0,2.0,0,0,2,0,672,1,1979.0,2320,1,14762,69.0,0.0,144,6,5,0,1948,1950,169000
902,0.0,3.0,0,599,0,277,288,1,1967.0,902,1,6173,69.0,75.0,0,6,5,876,1967,1967,125500
1838,0.0,2.0,3,1260,0,578,765,1,2006.0,1838,2,14601,85.0,584.0,68,5,9,1838,2006,2006,315000
804,1157.0,3.0,0,690,1,114,560,2,2001.0,1961,0,12209,71.0,0.0,192,5,6,804,2001,2002,215000
790,0.0,2.0,2,384,2,384,160,1,1925.0,790,1,6292,52.0,0.0,141,5,6,768,1930,1950,91000
800,832.0,4.0,0,400,0,336,484,1,1966.0,1632,0,9130,69.0,252.0,40,8,6,800,1966,2000,173000
1500,0.0,3.0,3,1032,0,431,712,0,1994.0,2622,0,12256,98.0,362.0,32,5,8,1463,1994,1995,325000
816,0.0,2.0,2,690,1,126,288,1,1958.0,816,1,8877,67.0,0.0,0,6,4,816,1938,1958,100000
1710,0.0,2.0,1,1400,2,310,866,0,2007.0,1710,0,13891,107.0,436.0,102,5,8,1710,2007,2008,372402
904,0.0,2.0,0,0,2,884,180,1,1926.0,904,1,6000,50.0,0.0,0,7,6,884,1926,2004,119000
1256,0.0,3.0,0,830,4,136,276,2,1965.0,1256,1,9937,75.0,0.0,68,6,5,1256,1965,1965,147500
981,0.0,3.0,0,282,1,664,576,1,1979.0,981,1,10530,69.0,0.0,312,5,6,981,1971,1971,143250
848,0.0,1.0,3,697,0,151,420,0,2004.0,848,0,4426,69.0,147.0,0,5,6,848,2004,2004,149300
1700,0.0,4.0,0,1018,3,380,447,0,1959.0,1700,0,10552,70.0,0.0,38,5,5,1398,1959,1959,165500
698,560.0,2.0,2,204,3,356,280,1,1939.0,1258,1,9060,60.0,0.0,0,5,6,560,1939,1950,105000
808,704.0,3.0,0,0,2,660,180,1,1916.0,1656,1,10410,60.0,0.0,0,7,5,660,1916,1987,135000
894,0.0,3.0,0,702,4,192,450,0,1967.0,894,0,9764,57.0,0.0,0,7,5,894,1967,2003,130000
858,858.0,4.0,0,319,3,539,490,2,1962.0,1716,1,9247,70.0,318.0,84,6,6,858,1962,1962,171000
1576,978.0,3.0,0,0,2,718,704,1,1996.0,2554,1,10800,60.0,0.0,48,8,7,718,1890,1998,159500
847,1081.0,4.0,0,0,2,847,434,2,2003.0,1928,0,8200,65.0,0.0,48,5,7,847,2003,2004,219500
912,912.0,4.0,3,0,2,912,0,1,1980.0,1824,1,9400,94.0,0.0,0,5,6,912,1971,1971,139000
1220,0.0,2.0,3,684,0,515,632,0,2006.0,1220,0,7406,64.0,84.0,54,5,7,1199,2006,2006,194000
616,1072.0,4.0,1,462,0,154,603,0,1997.0,1688,0,12798,79.0,0.0,114,5,6,616,1997,1997,200000
1306,0.0,3.0,0,0,2,728,0,1,1980.0,1306,3,5350,55.0,0.0,0,2,3,728,1940,1966,76500
1194,0.0,3.0,2,655,1,0,539,2,1954.0,1194,1,8910,79.0,0.0,0,6,6,655,1959,1959,159500
616,796.0,3.0,0,0,2,616,432,2,2007.0,1412,0,8499,73.0,0.0,36,5,6,616,2006,2007,156932
1392,1070.0,4.0,2,57,0,1335,576,0,2006.0,2462,0,19378,134.0,456.0,132,5,7,1392,2005,2006,320000
1337,0.0,3.0,2,699,0,638,531,0,2003.0,1337,0,8450,65.0,0.0,39,5,7,1337,2003,2003,185000
968,408.0,3.0,0,368,3,359,240,1,1941.0,1376,1,9492,79.0,0.0,0,5,5,768,1941,1950,105000
1362,0.0,2.0,3,20,1,1342,460,1,2005.0,1362,0,7577,61.0,256.0,28,5,6,1362,2005,2006,194700
874,887.0,3.0,0,0,2,874,578,2,2007.0,1761,0,10207,84.0,0.0,105,6,7,874,2007,2007,227875
630,672.0,3.0,0,0,2,630,280,1,1991.0,1302,1,1680,21.0,142.0,0,5,5,630,1971,1971,112000
663,689.0,4.0,0,371,1,292,299,2,1969.0,1352,1,9364,80.0,143.0,36,7,6,663,1969,1969,158000
1032,0.0,4.0,0,0,2,360,672,1,1999.0,1812,0,7630,76.0,0.0,0,9,5,360,1900,1996,140000
1567,0.0,1.0,3,1154,0,366,648,2,2006.0,1567,2,3982,53.0,0.0,0,5,8,1520,2006,2006,264561
1264,0.0,3.0,0,697,3,571,461,1,1960.0,1264,1,9300,73.0,324.0,0,5,5,1268,1960,1960,167500
1187,530.0,3.0,2,902,5,254,400,0,1990.0,1717,0,13758,44.0,117.0,36,5,7,1156,1990,1991,187500
1734,0.0,3.0,3,1300,0,434,660,1,2005.0,1734,0,11645,78.0,0.0,24,5,7,1734,2005,2005,260000
1771,0.0,3.0,0,0,2,0,336,1,1960.0,1771,1,21750,100.0,75.0,0,4,5,0,1960,2006,115000
1352,0.0,2.0,0,0,2,1352,466,1,2006.0,1352,0,4230,47.0,0.0,241,5,7,1352,2006,2007,208900
1494,0.0,3.0,1,1200,0,279,576,0,1997.0,1494,0,9236,79.0,0.0,27,5,6,1479,1997,1997,217000
767,0.0,1.0,3,584,0,0,367,2,1998.0,767,1,4058,34.0,182.0,40,5,7,723,1998,1998,133000
1532,797.0,4.0,0,1085,0,390,514,1,1990.0,2329,0,11839,86.0,99.0,121,5,7,1475,1990,1990,262280
